subject,campus_suffix,course_number,credits,title,description,prerequisite_raw,corequisite_raw,exclusion_raw
FREN,_V,201,3,Elementary French I,"Continued improvement in listening, speaking, reading and writing. This course is aligned with level A2 objectives of the CEFR. Recommended prerequisites: one of FREN 11, FREN_V 102, or assignment based on placement test. Credit will be granted for only one of FREN_V 201 or FREN_V 111. Equivalency: FREN_V 111",,,"Continued improvement in listening, speaking, reading and writing. This course is aligned with level A2 objectives of the CEFR. Recommended prerequisites: one of FREN 11, FREN_V 102, or assignment based on placement test. Credit will be granted for only one of FREN_V 201 or FREN_V 111. Equivalency: FREN_V 111"
FREN,_V,202,3,Elementary French II,"A continuation of FREN_V 201. This course aligned with level A2 objectives of the CEFR. Recommended prerequisites: one of FREN_V 111, FREN_V 201, or assignment based on placement test. Credit will be granted for only one of FREN_V 202 or FREN_V 112. Equivalency: FREN_V 112.",,,"A continuation of FREN_V 201. This course aligned with level A2 objectives of the CEFR. Recommended prerequisites: one of FREN_V 111, FREN_V 201, or assignment based on placement test. Credit will be granted for only one of FREN_V 202 or FREN_V 112. Equivalency: FREN_V 112."
FREN,_V,301,3,Intermediate French I,"Refinement of reading, writing and speaking skills through the study of contemporary literature and other authentic documents of the French-speaking world. This course is aligned with level B1 objectives of the CEFR. Recommended prerequisites: one of FREN 12, FREN_V 112, FREN_V 202, or assignment based on placement test. Credit will be granted for only one of FREN_V 301 or FREN_V 122. Equivalency: FREN_V 122.",,,"Refinement of reading, writing and speaking skills through the study of contemporary literature and other authentic documents of the French-speaking world. This course is aligned with level B1 objectives of the CEFR. Recommended prerequisites: one of FREN 12, FREN_V 112, FREN_V 202, or assignment based on placement test. Credit will be granted for only one of FREN_V 301 or FREN_V 122. Equivalency: FREN_V 122."
FREN,_V,302,3,Intermediate French II,"A continuation of FREN_V 301. This course is aligned with level B1 objectives of the CEFR. Recommended prerequisites: one of FREN_V 122, FREN_V 301, or assignment based on placement. Credit will be granted for only one of FREN_V 302 or FREN_V 123. Equivalency: FREN_V 123.",,,"A continuation of FREN_V 301. This course is aligned with level B1 objectives of the CEFR. Recommended prerequisites: one of FREN_V 122, FREN_V 301, or assignment based on placement. Credit will be granted for only one of FREN_V 302 or FREN_V 123. Equivalency: FREN_V 123."
FREN,_V,311,3,Introduction to Literature in French,"Critical reading of foundational literary texts in French from genres of prose fiction, non-fiction, poetry, and theatre. Prerequisite: One of FREN 123, FREN 302.","One of FREN 123, FREN 302.",,
FREN,_V,321,3,Critical Writing,"Practical tools for university-level writing in French. Apply stylistic devices and rhetorical structures to form questions and arguments, analyse literary and cultural objects, and produce a variety of essay genres. Prerequisite: One of FREN 123, FREN 302.","One of FREN 123, FREN 302.",,
FREN,_V,330,3,Introduction to Quebec Literature,"Survey of representative literary texts from Quebec viewed in their historical, social, and cultural contexts. Prerequisite: One of FREN 220, FREN 221, FREN 311, FREN 321 and one of FREN 224, FREN 401.","One of FREN 220, FREN 221, FREN 311, FREN 321 and one of FREN 224, FREN 401.",,
FREN,_V,331,3,"Arts, Cultures and Society from the Middle Ages to the Revolution","Exploration of early French culture and literature from the Middle Ages to the close of the Early Modern period and the French Revolution; the impact of society on the arts and vice versa. Prerequisite: One of FREN 311, FREN 321 and one of FREN 224, FREN 401.","One of FREN 311, FREN 321 and one of FREN 224, FREN 401.",,
FREN,_V,341,3,"Arts, Cultures and Society from Romanticism to the Present Day","Exploration of modern and contemporary French culture and literature from the early 19th century to the present day; the impact of society on the arts and vice versa. Prerequisite: One of FREN 311, FREN 321 and one of FREN 224, FREN 401.","One of FREN 311, FREN 321 and one of FREN 224, FREN 401.",,
FREN,_V,346,3,French at Work,"Communicative French for students preparing for a career in the francophone world. This course is aligned with the B1 objectives of the CEFR. Recommended pre-requisites: one of FREN 123, FREN 302.",,,
FREN,_V,352,3,French Grammar,"Principles of grammar theory and contextualized French grammatical concepts. Emphasis on terminology and analysis of grammatical issues. Aligned with CEFR level B2 objectives. Recommended pre-requisite: FREN 401, FREN 402. Prerequisite: One of FREN 123, FREN 302.","One of FREN 123, FREN 302.",,
FREN,_V,353,3,Advanced French Grammar,"Advanced grammar theory and critical analysis of difficult French grammatical structures. Emphasis on autonomous examination of complex grammatical issues. Recommended pre-requisite: FREN 401, FREN 402. Prerequisite: One of FREN 223, FREN 352.","One of FREN 223, FREN 352.",,
FREN,_V,357,3,Translation,"Principles, practical strategies and methods of translation from French to English and English to French. Overview of the main challenges involved in intercultural communication. Recommended pre-requisite: FREN 353. Prerequisite: One of FREN 225, FREN 402.","One of FREN 225, FREN 402.",,
FREN,_V,370,3,Introduction to French Linguistics,"A survey of basic terminology, methods, problems, and theoretical trends in French linguistics, specifically designed to provide students with a foundation for advanced language study in French. Prerequisite: Either (a) FREN 223 or (b) all of FREN 352, FREN 401.","Either (a) FREN 223 or (b) all of FREN 352, FREN 401.",,
FREN,_V,401,3,Upper-Intermediate French I,"Communicative proficiency at an autonomous level: vocabulary enrichment, pronunciation practice, grammatical analysis and development of efficient reading and writing techniques. This course is aligned with level B2 objectives of the CEFR. Recommended prerequisites: one of FREN_V 123, FREN_V 302, or French Immersion 12, or assignment based on placement test. Credit will be granted for only one of FREN_V 401 or FREN_V 224. Equivalency: FREN _V 224.",,,"Communicative proficiency at an autonomous level: vocabulary enrichment, pronunciation practice, grammatical analysis and development of efficient reading and writing techniques. This course is aligned with level B2 objectives of the CEFR. Recommended prerequisites: one of FREN_V 123, FREN_V 302, or French Immersion 12, or assignment based on placement test. Credit will be granted for only one of FREN_V 401 or FREN_V 224. Equivalency: FREN _V 224."
FREN,_V,402,3,Upper-Intermediate French II,"A continuation of FREN_V 401. This course is aligned with level B2 objectives of the CEFR. Recommended prerequisites: one of FREN_V 224, FREN_V 401, or assignment based on placement test. Credit will be granted for only one of FREN_V 402 or FREN_V 225. Equivalency: FREN _V 225.",,,"A continuation of FREN_V 401. This course is aligned with level B2 objectives of the CEFR. Recommended prerequisites: one of FREN_V 224, FREN_V 401, or assignment based on placement test. Credit will be granted for only one of FREN_V 402 or FREN_V 225. Equivalency: FREN _V 225."
FREN,_V,407,3,Medieval French Literature,"Aesthetic and ideological trends of French-language literature of the Middle Ages (11th-15th centuries) in their historical context Prerequisite: Either (a) all of FREN 311, FREN 321 or (b) all of FREN 328, FREN 329 and one of FREN 225, FREN 402.","Either (a) all of FREN 311, FREN 321 or (b) all of FREN 328, FREN 329 and one of FREN 225, FREN 402.",,
FREN,_V,408,3,Renaissance: Studies in 16th-century French Literature,"Aesthetic and ideological trends of sixteenth-century French literature in their historical context. Prerequisite: Either (a) all of FREN 311, FREN 321 or (b) all of FREN 328, FREN 329 and one of FREN 225, FREN 402.","Either (a) all of FREN 311, FREN 321 or (b) all of FREN 328, FREN 329 and one of FREN 225, FREN 402.",,
FREN,_V,409,3,Ancients and Moderns: Studies in 17th-century French Literature,"Aesthetic and ideological trends of seventeenth-century French literature in their historical context. Prerequisite: Either (a) all of FREN 311, FREN 321 or (b) all of FREN 328, FREN 329 and one of FREN 225, FREN 402.","Either (a) all of FREN 311, FREN 321 or (b) all of FREN 328, FREN 329 and one of FREN 225, FREN 402.",,
FREN,_V,410,3,Enlightenment and Revolution: Studies in 18th-century French Literature,"Aesthetic and ideological trends of eighteenth-century French literature in their historical context. Prerequisite: Either (a) all of FREN 311, FREN 321 or (b) all of FREN 328, FREN 329 and one of FREN 225, FREN 402.","Either (a) all of FREN 311, FREN 321 or (b) all of FREN 328, FREN 329 and one of FREN 225, FREN 402.",,
FREN,_V,413,3,Tradition and Modernity: Studies in 19th-century French Literature,"Aesthetic and ideological trends of nineteenth-century French literature in their historical context. Prerequisite: Either (a) all of FREN 311, FREN 321 or (b) all of FREN 328, FREN 329 and one of FREN 225, FREN 402.","Either (a) all of FREN 311, FREN 321 or (b) all of FREN 328, FREN 329 and one of FREN 225, FREN 402.",,
FREN,_V,414,3,The Modern and Contemporary French Novel,"Major historical, social and artistic movements reflected in representative novels published in France from the 19th Century to the present. Prerequisite: Either (a) all of FREN 311, FREN 321 or (b) all of FREN 328, FREN 329 and one of FREN 225, FREN 402.","Either (a) all of FREN 311, FREN 321 or (b) all of FREN 328, FREN 329 and one of FREN 225, FREN 402.",,
FREN,_V,415,3,French Digital Culture,"Contemporary issues and debates on how media and digital technologies have impacted French culture and society. Examines how text, language, and writing are used in digital media. Prerequisite: Either (a) all of FREN 311, FREN 321 or (b) all of FREN 328, FREN 329 and one of FREN 225, FREN 402.","Either (a) all of FREN 311, FREN 321 or (b) all of FREN 328, FREN 329 and one of FREN 225, FREN 402.",,
FREN,_V,416,3,Contemporary French Literature and Culture,"Aesthetic and ideological trends of twentieth- and twenty-first century French literature in their historical context. Prerequisite: Either (a) all of FREN 311, FREN 321 or (b) all of FREN 328, FREN 329 and one of FREN 225, FREN 402.","Either (a) all of FREN 311, FREN 321 or (b) all of FREN 328, FREN 329 and one of FREN 225, FREN 402.",,
FREN,_V,417,3,Popular Fiction,"Popular genres in modern French fiction, including science fiction, crime, romance, fantasy and historical fiction. Aesthetic characteristics, historical context and cultural relevance. Prerequisite: Either (a) all of FREN 311, FREN 321 or (b) all of FREN 328, FREN 329 and one of FREN 225, FREN 402.","Either (a) all of FREN 311, FREN 321 or (b) all of FREN 328, FREN 329 and one of FREN 225, FREN 402.",,
FREN,_V,418,3,African and Caribbean Francophone Literatures,"Representative and contemporary writings from African and Caribbean francophone cultures. Prerequisite: Either (a) all of FREN 311, FREN 321 or (b) all of FREN 328, FREN 329 and one of FREN 225, FREN 402.","Either (a) all of FREN 311, FREN 321 or (b) all of FREN 328, FREN 329 and one of FREN 225, FREN 402.",,
